anti,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500830,COLGATE PALM,A ,Q,1125,1182.4,1117.2,1171.3,1171.3,1121.85,1745,18529,21273388,,INE259A01022,26-Mar-20,,
500840,EIH LTD.    ,A ,Q,65.6,71.5,64.25,66.5,67.4,65.25,782,8721,592938,,INE230A01023,26-Mar-20,,
500850,INDIAN HOTEL,A ,Q,79,82.5,71.9,77.95,77.95,75.4,4664,201897,16018675,,INE053A01029,26-Mar-20,,
500870,CASTROL     ,A ,Q,103.95,107.5,99.85,104.95,104.95,102.65,1928,65995,6871760,,INE172A01027,26-Mar-20,,
500875,ITC LTD.    ,A ,Q,150,162.05,143.3,157.2,157.2,147.35,22228,1871263,283627577,,INE154A01025,26-Mar-20,,
500877,APOLLO TYRES,A ,Q,82,86.75,79.5,82.35,82.35,80.9,1912,248023,20714062,,INE438A01022,26-Mar-20,,
500878,CEAT LIMITED,A ,Q,628.5,726,627,659.7,659,622.35,947,7670,5240015,,INE482A01020,26-Mar-20,,
500940,FINOLEX IND.,A ,Q,329.95,353.15,329.9,350.95,351,321.05,316,4332,1502799,,INE183A01016,26-Mar-20,,
501148,DALAL ST INV,XT,Q,190.15,190.15,190.15,190.15,190.15,194,8,50,9507,,INE422D01012,26-Mar-20,,
501150,CENTRUM CAP ,A ,Q,8.05,8.4,7.7,8.2,8.2,8,788,60859,506537,,INE660C01027,26-Mar-20,,
501301,TATA INVEST.,A ,Q,621.45,655,620.7,627.5,626,625.5,479,2103,1340001,,INE672A01018,26-Mar-20,,
501343,MOTOR&GEN.FI,B ,Q,21.5,29.5,21.5,29.5,29.5,25.5,6,193,5674,,INE861B01015,26-Mar-20,,
501423,SHA ENG PLA ,X ,Q,211,211,180,199.05,199.05,191.9,166,9273,1855053,,INE151G01010,26-Mar-20,,
501425,BOM.BURMAH  ,A ,Q,650,711.2,636.9,707.6,707.6,646.55,591,5975,4200603,,INE050A01025,26-Mar-20,,
501430,BOM.CYCLE   ,X ,Q,482.3,560,481,488.95,512.8,480.15,14,24,11667,,INE691K01017,26-Mar-20,,
501455,GREAVES COTT,A ,Q,78.05,83.45,75.2,78.15,78.5,78.5,1065,31830,2573763,,INE224A01026,26-Mar-20,,
501700,INDIA NIVEH ,X ,Q,37.55,37.55,36.95,36.95,36.95,37.65,21,889,33123,,INE131H01028,26-Mar-20,,
501831,COAST CORP  ,X ,Q,144.5,151.6,142,147,147,144.4,69,896,132956,,INE377E01016,26-Mar-20,,
501833,CHOWGULE ST ,XT,Q,3.05,3.05,3.05,3.05,3.05,3,4,572,1744,,INE490A01015,26-Mar-20,,
501848,GLOBAL OFFS ,B ,Q,2.75,2.75,2.75,2.75,2.75,2.82,1,50,137,,INE446C01013,26-Mar-20,,
502015,ASIIL       ,X ,Q,6.19,6.98,5.52,6.55,6.55,6.19,70,17771,116694,,INE443A01030,26-Mar-20,,
502090,SAGAR CEM.  ,B ,Q,265.5,292,265.5,291,291,265.5,53,1035,296888,,INE229C01013,26-Mar-20,,
502137,DECAN CEMENT,B ,Q,201,213.8,170.25,202.35,202.35,180,28,462,84581,,INE583C01021,26-Mar-20,,
502157,MANGALAM CEM,B ,Q,155,159,150,156.7,159,145.25,140,10142,1552496,,INE347A01017,26-Mar-20,,
502168,N C L IND.  ,B ,Q,60,60,57,58,58,57.05,185,52210,3022565,,INE732C01016,26-Mar-20,,
502175,SAURAS.CEM. ,X ,Q,25.05,29.55,25.05,27.5,27.45,26.9,111,15665,445809,,INE626A01014,26-Mar-20,,
502180,SRI DIGV CEM,B ,Q,23.25,23.9,21.2,21.85,21.95,22.45,364,49171,1112367,,INE232A01011,26-Mar-20,,
502219,BORORENEW   ,B ,Q,28,33.9,28,33.85,33.85,28.25,279,57518,1845078,,INE666D01022,26-Mar-20,,
502250,LERTHAI     ,XT,Q,201,201,201,201,201,201,1,5,1005,,INE347D01011,26-Mar-20,,
502281,TRIVENI GLAS,XT,Q,3.09,3.24,3.09,3.24,3.24,3.09,14,19726,63911,,INE094C01011,26-Mar-20,,
502330,ANDPAPER    ,B ,Q,131.25,131.25,129,131.25,131.25,125,79,2298,300198,,INE435A01028,26-Mar-20,,
502355,BALKRISH IND,A ,Q,834.8,919,808,817.6,822.8,853.05,7562,109322,93469113,,INE787D01026,26-Mar-20,,
502420,ORIENT PAPER,B ,Q,15.6,15.6,13.2,14.55,14.6,13,302,37550,555706,,INE592A01026,26-Mar-20,,
502448,ROLLATAINER ,B ,Q,1.29,1.29,1.17,1.17,1.17,1.29,60,4807,5631,,INE927A01040,26-Mar-20,,
502450,SESHA.PAPER ,B ,Q,95.55,106.15,95.55,106,106,88.5,81,1379,144333,,INE630A01024,26-Mar-20,,
502587,NATHIND     ,X ,Q,71,73,68,72.75,72.9,71,74,7641,538370,,INE777A01023,26-Mar-20,,
502742,SINTEX IND. ,B ,Q,0.57,0.61,0.57,0.59,0.6,0.59,206,660606,392798,,INE429C01035,26-Mar-20,,
502865,FORBES & CO ,B ,Q,750,797.5,720,765.9,765.9,725,122,1926,1461421,,INE518A01013,26-Mar-20,,
502873,H.P.COTTON  ,X ,Q,17,17,16.65,16.65,16.65,17.5,8,1058,17968,,INE950C01014,26-Mar-20,,
502937,KESORAM IND ,B ,Q,19.5,20.25,17.05,17.95,17.95,18.7,282,60760,1109993,,INE087A01019,26-Mar-20,,
502958,LAKSHMI MILL,X ,Q,1625,1625,1400,1400,1400,1443.3,31,456,654905,,INE938C01019,26-Mar-20,,
502986,VARDH TEXT  ,A ,Q,694,735,655.45,659.85,656,705.55,246,928,629446,,INE825A01012,26-Mar-20,,
503015,MODERN INDIA,XT,Q,48,48,47.6,47.6,47.6,50,9,500,23960,,INE251D01023,26-Mar-20,,
503031,PENLAND LTD ,B ,Q,2.6,2.73,2.47,2.47,2.47,2.6,37,111302,275008,,INE138A01028,26-Mar-20,,
503100,PHOENIX MILL,A ,Q,555.15,606.25,541.15,575.4,575.4,541.7,247,1273,716344,,INE211B01039,26-Mar-20,,
503101,MARATHON NEX,B ,Q,43.15,45,41.05,41.15,41.05,41.05,22,736,31593,,INE182D01020,26-Mar-20,,
503127,RAJA BAHADUR,XT,Q,1317,1318,1317,1317,1317,1385.35,3,6,7903,,INE491N01016,26-Mar-20,,
503162,REL.CHEMOTX ,X ,Q,47.5,47.5,42,42.55,44,43.65,55,492,21836,,INE750D01016,26-Mar-20,,
503169,RUBY MILLS  ,B ,Q,119,128,119,125.95,125.95,124.45,19,292,36572,,INE301D01026,26-Mar-20,,
503229,SIMPLEX REAL,XT,Q,37.2,37.2,33.8,33.8,33.8,35.45,5,219,8072,,INE167H01014,26-Mar-20,,
503310,SWAN ENG    ,A ,Q,103.65,103.65,100,100.55,101,100.85,232,29206,2940451,,INE665A01038,26-Mar-20,,
503349,VICTORIA MIL,X ,Q,1232.05,1350,1232.05,1350,1350,1338.95,2,2,2582,,INE203D01016,26-Mar-20,,
503624,SVARAJ TRAD ,XT,Q,15.3,15.3,15.3,15.3,15.3,15.6,1,750,11475,,INE406N01014,26-Mar-20,,
503657,VEER ENERGY ,X ,Q,5.95,5.99,5.6,5.97,5.97,5.83,20,977,5626,,INE255E01030,26-Mar-20,,
503663,TILAK       ,X ,Q,1.24,1.24,1.22,1.22,1.22,1.22,2,150,184,,INE026L01022,26-Mar-20,,
503691,SAHARA ONE  ,X ,Q,9.39,9.39,9.39,9.39,9.39,9.39,2,2,18,,INE479B01016,26-Mar-20,,
503722,BANSW.SYNTEX,B ,Q,69.3,76.5,69.3,70.05,70.05,72.9,24,346,24368,,INE629D01012,26-Mar-20,,
503804,SHRI DINESH ,X ,Q,97,97,87,87,87,96.1,2,41,3967,,INE204C01024,26-Mar-20,,
503806,SRF LIMITED ,A ,Q,2845,2878.75,2662.8,2767.8,2761.3,2793.3,1802,10468,29168721,,INE647A01010,26-Mar-20,,
503811,SIYARAM SILK,B ,Q,131.3,137.5,131.3,137.5,137.5,125,66,521,69696,,INE076B01028,26-Mar-20,,
503816,SWAD.POLYTEX,XT,Q,6.85,6.85,6.85,6.85,6.85,6.98,1,1,6,,INE243N01029,26-Mar-20,,
503831,FOMENTO HOTE,X ,Q,72,72,72,72,72,71.25,1,100,7200,,INE241E01014,26-Mar-20,,
503837,SHREE RAJSYN,X ,Q,1.42,1.42,1.42,1.42,1.42,1.49,1,50,71,,INE796C01011,26-Mar-20,,
503960,BHARAT BIJLE,B ,Q,508,511.1,460.15,490.9,505,470.75,92,580,286024,,INE464A01028,26-Mar-20,,
504000,ELPRO INTER ,X ,Q,32,33,29.5,29.5,29.5,31.1,37,5057,158866,,INE579B01039,26-Mar-20,,
504008,EMCO LTD.   ,Z ,Q,0.37,0.39,0.37,0.38,0.39,0.38,6,2500,949,,INE078A01026,26-Mar-20,,
504028,GEE LTD     ,X ,Q,20.95,23,20.95,22.75,22.8,20.95,16,293,6328,,INE064H01021,26-Mar-20,,
504036,HIND.RECT   ,B ,Q,101,101.95,98,101.95,101.95,97.1,28,979,98530,,INE835D01023,26-Mar-20,,
504058,NIPPOBATRY  ,B ,Q,410,441.3,410,410.05,410.5,398.2,53,360,149158,,INE567A01010,26-Mar-20,,
504067,ZENSAR TECH.,A ,Q,72,76,65.9,75.45,75.9,69.25,439,5091,373612,,INE520A01027,26-Mar-20,,
504076,JYOTI LTD.  ,X ,Q,2.7,2.7,2.7,2.7,2.7,2.7,1,100,270,,INE511D01012,26-Mar-20,,
504084,KAYCEE IND  ,X ,Q,2624,2626,2377,2626,2626,2501.2,5,8,19904,,INE813G01015,26-Mar-20,,
504092,INDOKEM LTD.,X ,Q,9.51,9.51,9.51,9.51,9.51,9.7,1,300,2853,,INE716F01012,26-Mar-20,,
504093,PANA ENERG  ,X ,Q,115.6,115.6,100,109.05,112.95,103.4,50,3784,404981,,INE795A01017,26-Mar-20,,
504112,NELCO LTD.  ,B ,Q,130,133.95,124.9,129.25,129.25,124,175,1927,249676,,INE045B01015,26-Mar-20,,
504132,PERM MAGNETS,X ,Q,68,69.9,62.7,65.5,65.5,61,62,3771,250737,,INE418E01018,26-Mar-20,,
504176,HIGH ENERGY ,X ,Q,190,212,181.5,181.5,181.5,190,31,628,122900,,INE783E01015,26-Mar-20,,
504180,STD.BATTERY ,X ,Q,4.35,4.49,4.35,4.4,4.39,4.41,18,1403,6223,,INE502C01039,26-Mar-20,,
504212,UNIV.CABLE  ,B ,Q,79.35,84.5,79.35,84.5,84.5,76.85,39,986,82269,,INE279A01012,26-Mar-20,,
504240,DELTON CABLE,X ,Q,19.05,19.4,18.7,18.7,18.7,19.05,73,22927,435099,,INE872E01016,26-Mar-20,,
504258,LAKSHMI ELEC,X ,Q,210,218,198.05,204.55,204.55,212.55,111,5667,1139724,,INE284C01018,26-Mar-20,,
504273,MODULEX     ,X ,Q,12.5,12.5,12.5,12.5,12.5,12.5,1,10,125,,INE064R01012,26-Mar-20,,
504286,DELTAMAGNT  ,B ,Q,25,25,22.5,24,24,24.05,40,245,5762,,INE393A01011,26-Mar-20,,
504335,PAZEL       ,X ,Q,0.42,0.42,0.42,0.42,0.42,0.42,9,3600,1512,,INE040N01029,26-Mar-20,,
504340,CONFINT     ,X ,Q,0.57,0.57,0.57,0.57,0.57,0.58,1,50,28,,INE180M01033,26-Mar-20,,
504341,RELTD       ,X ,Q,20.7,24.7,20.7,24.7,24.7,22.95,4,472,9776,,INE206N01018,26-Mar-20,,
504351,EMPOWER     ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19,,INE507F01023,26-Mar-20,,
504392,KRISHNA VEN ,XT,Q,17.6,17.6,17.6,17.6,17.6,16.8,1,1,17,,INE537L01010,26-Mar-20,,
504605,UNI ABEX    ,X ,Q,372.55,372.55,338,355.7,362,354.85,17,352,123734,,INE361D01012,26-Mar-20,,
504614,SARDA ENMIN ,B ,Q,115,121.9,113.05,115.1,113.05,112.65,202,3989,470573,,INE385C01013,26-Mar-20,,
504646,BHAGWATI AUT,X ,Q,115,116,109.2,115.2,116,111,8,652,74593,,INE106G01014,26-Mar-20,,
504741,IND.HUME PIP,B ,Q,128.8,137.4,128,129.05,128,131.6,115,983,131158,,INE323C01030,26-Mar-20,,
504786,INVEST &PREC,X ,Q,136.7,160,136.5,156.9,157.95,154.8,35,1970,302699,,INE155E01016,26-Mar-20,,
504840,KAIRA CAN CO,X ,Q,611.1,611.1,578.95,579.95,580,608.95,15,103,60604,,INE375D01012,26-Mar-20,,
504879,ORIENT ABRAS,B ,Q,10.85,11.55,10.65,11.25,11.25,10.65,57,539,6057,,INE569C01020,26-Mar-20,,
504908,DUNCANENG   ,X ,Q,85,85,85,85,85,80,6,68,5780,,INE340F01011,26-Mar-20,,
504918,SANDUR MANG.,X ,Q,340,354,301,346.15,346.15,328.25,434,16553,5557418,,INE149K01016,26-Mar-20,,
504959,STOVAC IND. ,X ,Q,1320,1433.3,1318,1431.3,1431.3,1303,105,2204,3114423,,INE755D01015,26-Mar-20,,
504961,TATA YODOGAW,X ,Q,19.85,19.85,17.7,18.65,19.6,18.15,28,821,15405,,INE895C01011,26-Mar-20,,
504966,TINPLATE    ,B ,Q,67,67.7,61,66.05,66.9,61.75,1214,46152,3007100,,INE422C01014,26-Mar-20,,
504973,CHOLAHLDNG  ,A ,Q,333,360,333,350.95,350.55,333.3,60,405,140438,,INE149A01033,26-Mar-20,,
504988,WELCAST     ,X ,Q,302.25,302.3,302.25,302.3,302.3,318,2,28,8463,,INE380G01015,26-Mar-20,,
505010,AUTO AXLES  ,B ,Q,379.75,402,373.85,391.35,377,380.3,60,561,220104,,INE449A01011,26-Mar-20,,
505029,ATLAS CYCLES,T ,Q,29.5,30.95,29.5,29.8,29.8,29.5,14,692,20802,,INE446A01025,26-Mar-20,,
505036,AUTO COR.GOA,X ,Q,230,262.7,230,252.55,251.5,239.1,25,423,106065,,INE451C01013,26-Mar-20,,
505075,SETCO AUTO  ,B ,Q,5.75,5.97,5.61,5.64,5.64,5.89,65,37167,214184,,INE878E01021,26-Mar-20,,
505141,SCOOTERS IND,T ,Q,14.65,15,14.65,15,15,14.65,10,1327,19681,,INE959E01011,26-Mar-20,,
505160,TALBROS AUTO,B ,Q,73.25,77.85,64.6,68.45,77.85,68.95,26,915,65398,,INE187D01011,26-Mar-20,,
505163,ZF STEERING ,X ,Q,217,235,217,222.75,222.75,202.85,37,713,158719,,INE116C01012,26-Mar-20,,
505192,SMLISUZU    ,B ,Q,306.7,325,302.95,310.25,313,303.85,177,1960,618136,,INE294B01019,26-Mar-20,,
505196,TIL LTD.    ,B ,Q,111,117.95,102.45,102.45,102.45,100,10,133,14201,,INE806C01018,26-Mar-20,,
505200,EICHER MOTOR,A ,Q,14609.7,15235.85,14532.95,14829.8,14733.35,14508.4,1709,4126,60952889,,INE066A01013,26-Mar-20,,
505230,CIMMCO      ,B ,Q,10,10.4,9.65,10.15,10.15,9.8,44,2852,28824,,INE184C01028,26-Mar-20,,
505232,VELJAN      ,X ,Q,705,705,679,679,679,673.25,11,55,37381,,INE232E01013,26-Mar-20,,
505242,DYNAMAT.TECH,B ,Q,471.7,471.7,471.7,471.7,471.7,458,3,4,1886,,INE221B01012,26-Mar-20,,
505250,G.G.DANDEKAR,X ,Q,33.1,33.1,33.1,33.1,33.1,34.8,3,15,496,,INE631D01026,26-Mar-20,,
505255,GMM PFAUDLER,B ,Q,2396,2629.9,2329,2461.85,2459.45,2265.4,1068,4692,11830563,,INE541A01023,26-Mar-20,,
505283,KIRLOSAR PN ,X ,Q,90,99.9,90,92.35,91.6,93.15,65,5176,492926,,INE811A01020,26-Mar-20,,
505324,MANUGRAPH IN,B ,Q,8.74,8.74,8.74,8.74,8.74,9.2,4,601,5252,,INE867A01022,26-Mar-20,,
505355,NESCO LTD   ,A ,Q,451,499,441.25,496.15,492.15,452.55,301,2020,968156,,INE317F01035,26-Mar-20,,
505358,INTEGRA ENG ,X ,Q,23,23,18,18.3,18,19.5,58,19518,367197,,INE984B01023,26-Mar-20,,
505368,REVATHI EQU.,B ,Q,280,282,258.05,282,282,256.1,6,10,2754,,INE617A01013,26-Mar-20,,
505400,TEXINFRA    ,B ,Q,27.9,28,25.1,27.3,27.35,25.4,58,8077,219688,,INE435C01024,26-Mar-20,,
505412,WENDT(INDIA),B ,Q,1723.05,1768.75,1696.3,1750.4,1750,1724,25,69,119716,,INE274C01019,26-Mar-20,,
505506,AXONVL      ,X ,Q,0.5,0.5,0.5,0.5,0.5,0.5,1,25,12,,INE663D01011,26-Mar-20,,
505509,RESPON IND  ,B ,Q,82,82.6,80,80,80,81.3,370,35863,2903264,,INE688D01026,26-Mar-20,,
505523,MAHA CORP   ,X ,Q,0.17,0.17,0.17,0.17,0.17,0.17,4,101,17,,INE272E01027,26-Mar-20,,
505526,DOLAT INV.  ,B ,Q,33.65,35.2,33.3,35.1,35.1,32.65,111,9909,341877,,INE966A01022,26-Mar-20,,
505533,WESTLIFE DEV,A ,Q,315.45,331,311.25,317.3,311.25,311.65,329,4063,1305875,,INE274F01020,26-Mar-20,,
505537,ZEE ENTER   ,A ,Q,125.7,133,119.05,128.8,128.8,125.7,5269,360210,46051653,,INE256A01028,26-Mar-20,,
505590,SVPGLOB     ,X ,Q,290,297.95,263,277.25,279,293.4,74,2039,576765,,INE308E01011,26-Mar-20,,
505681,BIMETAL BEAR,X ,Q,204.5,204.5,191,202.95,203,203.4,11,761,152855,,INE469A01019,26-Mar-20,,
505688,BHARAT GEARS,B ,Q,23.95,23.95,23.95,23.95,23.95,25.2,15,1395,33410,,INE561C01019,26-Mar-20,,
505690,BRADY MORRIS,X ,Q,64.5,64.5,64.5,64.5,64.5,61.45,1,10,645,,INE856A01017,26-Mar-20,,
505700,ELECON ENG  ,B ,Q,17.2,18.65,17,18.3,18.65,17.25,148,5625,101162,,INE205B01023,26-Mar-20,,
505710,GRAUER& WEIL,B ,Q,30.1,31,30.1,30.35,30.35,30.9,244,44050,1356162,,INE266D01021,26-Mar-20,,
505712,HIMTEK      ,X ,Q,32.4,32.4,27.5,27.5,27.5,27.7,10,367,11277,,INE705G01021,26-Mar-20,,
505714,GABRIEL(I)  ,B ,Q,45.95,50.4,44.55,50.4,50.4,45.85,113,9967,498802,,INE524A01029,26-Mar-20,,
505720,HERC.HOISTS ,B ,Q,52.2,52.9,50,50.35,50.35,50.05,91,1649,85985,,INE688E01024,26-Mar-20,,
505726,IFB IND.LTD.,B ,Q,246.45,264.05,236.1,254.75,258.55,240.05,193,1412,362416,,INE559A01017,26-Mar-20,,
505729,SINGER INDIA,X ,Q,19.4,20.35,18,18.5,18.5,18.5,109,19666,363454,,INE638A01035,26-Mar-20,,
505737,INTER.COMBUS,X ,Q,99,101,93.1,96.05,100.9,96.3,48,2471,242339,,INE403C01014,26-Mar-20,,
505744,FED MOG GOE ,B ,Q,284,297.75,279.55,297.7,297.7,270.7,64,287,84216,,INE529A01010,26-Mar-20,,
505750,JOSTS ENG.  ,XT,Q,578,600,578,595,595,578,5,92,54268,,INE636D01017,26-Mar-20,,
505790,SCHAEFFLER  ,A ,Q,3892.6,3892.6,3764.7,3821.5,3787,3768.95,52,125,476411,,INE513A01014,26-Mar-20,,
505800,RANE HOLDIN ,B ,Q,315,329.8,288,329.8,329.8,300,25,229,72954,,INE384A01010,26-Mar-20,,
505827,SNL BEARINGS,X ,Q,107.7,123.35,97.5,121,121,104,9,298,32935,,INE568F01017,26-Mar-20,,
505840,JAIPAN INDUS,X ,Q,6.09,6.09,5.51,5.52,5.52,5.8,6,106,605,,INE058D01030,26-Mar-20,,
505850,MANCREDIT   ,X ,Q,28.05,37,28.05,33.25,36,31.6,26,29497,986122,,INE545L01039,26-Mar-20,,
505854,TRF LTD.    ,B ,Q,48.4,51.7,48.1,49.4,49,48.3,158,8629,431785,,INE391D01019,26-Mar-20,,
505872,WPIL LTD.   ,X ,Q,248,248,239,248,248,236.2,80,3441,844996,,INE765D01014,26-Mar-20,,
505890,KENNAMETAL  ,B ,Q,685,697.9,655.5,656,656,632.6,17,282,186587,,INE717A01029,26-Mar-20,,
505978,TRITON VALVE,X ,Q,415,440,408.05,410.8,408.05,415.05,267,2479,1025842,,INE440G01017,26-Mar-20,,
506022,PRAKASH IND.,B ,Q,21.45,22,20.55,21.4,21.5,21.3,425,45278,974131,,INE603A01013,26-Mar-20,,
506074,ARSHIYA     ,B ,Q,8.24,8.24,8,8,8,8,6,325,2624,,INE968D01022,26-Mar-20,,
506076,GRIND NORTON,A ,Q,451.35,452,440,451.75,449.55,439.3,148,554,248836,,INE536A01023,26-Mar-20,,
506105,STANROSE MAF,X ,Q,55.55,58.2,55.55,58.2,58.2,55.45,9,627,35954,,INE441L01015,26-Mar-20,,
506109,GENESYS INT.,B ,Q,26,26,25.9,25.95,25.95,25,13,1060,27550,,INE727B01026,26-Mar-20,,
506122,PANKAJPIYUS ,XT,Q,47.3,47.3,47.3,47.3,47.3,46.4,11,228,10784,,INE820M01018,26-Mar-20,,
506146,VISAGAR POL ,B ,Q,0.2,0.2,0.2,0.2,0.2,0.21,1,1,0,,INE370E01029,26-Mar-20,,
506186,GCKL        ,X ,Q,19.95,19.95,19.95,19.95,19.95,20.95,2,2,39,,INE403B01016,26-Mar-20,,
506194,ARIH SUPER  ,B ,Q,20.05,20.05,20.05,20.05,20.05,19.1,1,10,200,,INE643K01018,26-Mar-20,,
506197,BLISSGVS PH ,A ,Q,97.5,101,97.15,99.75,99.75,97.4,1460,13243,1324845,,INE416D01022,26-Mar-20,,
506222,INEOSSTYRO  ,B ,Q,530,560,528.8,535.1,535.1,529,51,179,96817,,INE189B01011,26-Mar-20,,
506235,ALEMBIC LTD.,B ,Q,34,40.1,34,36.8,37.6,36.85,669,21163,814280,,INE426A01027,26-Mar-20,,
506248,AMINES&PLAST,X ,Q,19,19.95,18.9,19.55,19.7,18.6,37,10691,210279,,INE275D01022,26-Mar-20,,
506260,ANUH PHARMA ,X ,Q,108.25,113.2,102.1,107.05,105,102.95,189,7802,846229,,INE489G01022,26-Mar-20,,
506261,MODISON MET.,X ,Q,23,27.7,22.05,23.65,23.5,23.45,32,2806,66007,,INE737D01021,26-Mar-20,,
506285,BAYER CROP  ,A ,Q,3174.7,3280.7,3081.05,3223.1,3193.6,3170.65,300,820,2616687,,INE462A01022,26-Mar-20,,
506390,CLARI CHEM  ,B ,Q,216,233.9,216,224.85,224.5,217.65,338,3946,894884,,INE492A01029,26-Mar-20,,
506395,COROM INTER ,A ,Q,506,560,481.8,548.05,550,502.15,893,4185,2126613,,INE169A01031,26-Mar-20,,
506401,DEEPAK NITR.,A ,Q,363,417,363,388.25,387.3,361.8,6249,88180,34730893,,INE288B01029,26-Mar-20,,
506405,DHARAMSI CHM,X ,Q,62.75,65.2,61.05,63.85,61.05,59.3,69,12069,774893,,INE505A01010,26-Mar-20,,
506414,FERMENTA    ,X ,Q,191,195.95,180.05,187.3,187.3,182.95,182,10610,2011440,,INE225B01021,26-Mar-20,,
506480,GOCLCORP    ,B ,Q,130,130,112.8,124.9,124.9,120,38,224,28052,,INE077F01035,26-Mar-20,,
506520,JAYSHRI CHEM,X ,Q,3,3,2.5,2.84,2.84,2.85,21,2265,6177,,INE693E01016,26-Mar-20,,
506522,JL MORISON  ,X ,Q,1501,1501,1455,1455,1455,1456,3,6,8957,,INE430D01015,26-Mar-20,,
506525,KANORIA CHEM,B ,Q,24.8,24.85,23.55,24.05,24.05,22.6,54,1982,48893,,INE138C01024,26-Mar-20,,
506528,KELTECH EN. ,X ,Q,479,494,455.9,464.15,464.15,461.6,18,111,51701,,INE881E01017,26-Mar-20,,
506532,NITTA GELA  ,X ,Q,92.45,92.45,86,90.9,90.9,86.85,15,274,24593,,INE265B01019,26-Mar-20,,
506579,ORIENT.CARB.,B ,Q,498,537.5,480,495.05,495.05,488.8,372,1790,902998,,INE321D01016,26-Mar-20,,
506590,PHIL.CARBON ,A ,Q,60,63.6,58.2,62.35,62,57.85,1476,57384,3570522,,INE602A01023,26-Mar-20,,
506597,AMAL PRODUCT,X ,Q,96,102,96,99.75,99.75,97.45,39,1479,147231,,INE841D01013,26-Mar-20,,
506605,POLYCHEM    ,X ,Q,287.25,287.25,287.25,287.25,287.25,302.35,1,6,1723,,INE752B01024,26-Mar-20,,
506618,PUN.CHEM    ,B ,Q,298.9,299,244,295,295,266.5,47,290,85961,,INE277B01014,26-Mar-20,,
506642,SADHANA NITR,X ,Q,105.8,110.45,105,110.2,110.35,105.25,77,3380,364966,,INE888C01032,26-Mar-20,,
506655,SUDARSH.CHEM,A ,Q,346.5,394,341.05,366.85,366.85,339.35,1226,12251,4634729,,INE659A01023,26-Mar-20,,
506685,ULTRAMARINE ,X ,Q,120,142.5,116.1,128.65,128.65,120.75,122,18812,2379490,,INE405A01021,26-Mar-20,,
506687,TRANSPEK    ,X ,Q,1240,1330,1240,1273.55,1265.1,1228.65,520,5712,7318169,,INE687A01016,26-Mar-20,,
506690,UNICHEM LAB ,B ,Q,90.85,104.25,86.05,104.25,104.25,86.9,294,5207,506110,,INE351A01035,26-Mar-20,,
506734,MYS PETRO   ,X ,Q,28.5,28.5,24.25,26.6,24.6,27,10,636,17495,,INE741A01011,26-Mar-20,,
506767,ALKYL AMINES,B ,Q,1264,1285,1172.6,1222.8,1240.25,1200.6,172,916,1126446,,INE150B01021,26-Mar-20,,
506808,TUTICORIN.  ,X ,Q,3.35,3.35,3.35,3.35,3.35,3.35,2,500,1675,,INE400A01014,26-Mar-20,,
506820,ASTRAZEN.PH.,A ,Q,2265,2330.5,2219.8,2247.6,2219.8,2224.85,554,1638,3727266,,INE203A01020,26-Mar-20,,
506852,PUN.ALKALI  ,X ,Q,23.1,27.9,23.1,25.1,26,23.25,39,6275,163833,,INE607A01014,26-Mar-20,,
506854,TANFAC IND. ,X ,Q,67.05,76.95,67.05,72,72,69.45,45,3143,227939,,INE639B01015,26-Mar-20,,
506858,GUJ.PETRO   ,XT,Q,6.17,6.17,5.59,5.59,5.59,5.88,5,136,762,,INE636P01011,26-Mar-20,,
506879,GUJ.THEMIS. ,XT,Q,84,84.05,84,84.05,84.05,80.05,76,11420,959774,,INE942C01029,26-Mar-20,,
506919,MAKERS LAB. ,X ,Q,29.5,29.5,29.5,29.5,29.5,29.45,1,100,2950,,INE987A01010,26-Mar-20,,
506935,CONT.CHEM   ,P ,Q,21.85,21.85,21.85,21.85,21.85,23,1,100,2185,,INE423K01015,26-Mar-20,,
506943,J.B.CHEMICAL,A ,Q,509.4,525.75,490,510.05,514.5,505.65,541,3627,1846084,,INE572A01028,26-Mar-20,,
506981,BL.CHIP TEX ,X ,Q,84.2,84.2,75.5,75.5,75.5,72.8,7,116,8883,,INE472D01017,26-Mar-20,,
