SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3,,,,,,,,,,
500331,PIDILITE    ,A ,Q,2294.45,2320.25,2280.2,2307.85,2307.85,2291.2,3127,19352,44636832,,INE318A01026,15-Jul-22,,,,,,,,,,,,
500333,PIX TRANS   ,B ,Q,881.05,881.05,848,860.8,860.8,880.5,191,1048,907040,,INE751B01018,15-Jul-22,,,,,,,,,,,,
500335,BIRLA CORPN.,A ,Q,910.35,947.7,909.85,926.15,921.55,910.35,1505,8888,8216351,,INE340A01012,15-Jul-22,,,,,,,,,,,,
500336,SURYA ROSHNI,A ,Q,373.15,376.9,370.45,373.95,373.95,371.6,556,5835,2176352,,INE335A01012,15-Jul-22,,,,,,,,,,,,
500337,PRIME SECUR.,B ,Q,109.5,112,108.6,108.85,108.85,108.9,15,333,36456,,INE032B01021,15-Jul-22,,,,,,,,,,,,
500338,PRSMJOHNSN  ,A ,Q,107.5,111.25,106.35,110,110,106.5,980,16226,1770828,,INE010A01011,15-Jul-22,,,,,,,,,,,,
500339,RAIN        ,A ,Q,144.95,145.9,142.1,144.75,144.75,144.95,1529,58029,8338813,,INE855B01025,15-Jul-22,,,,,,,,,,,,
500343,AMJLAND     ,B ,Q,26.15,26.2,25.2,25.2,25.2,25.7,32,2435,62384,,INE606A01024,15-Jul-22,,,,,,,,,,,,
500346,PUN.COMMUNI.,B ,Q,37.4,38.85,37,38.7,38.85,37.55,52,14623,566194,,INE609A01010,15-Jul-22,,,,,,,,,,,,
500350,RSWM  LTD   ,B ,Q,364.55,364.55,358.2,360.15,361,362.35,212,2358,851093,,INE611A01016,15-Jul-22,,,,,,,,,,,,
500354,RAJSH.SUGAR ,B ,Q,33.9,34.45,33.2,34.4,34.35,34.2,59,971,32665,,INE562B01019,15-Jul-22,,,,,,,,,,,,
500355,RALLIS INDIA,A ,Q,195,199.2,195,196.85,197.15,198.05,253,5678,1118761,,INE613A01020,15-Jul-22,,,,,,,,,,,,
500356,RAMANEWS    ,B ,Q,15.55,16.35,15.5,15.8,15.8,15.85,165,5703,91193,,INE278B01020,15-Jul-22,,,,,,,,,,,,
500357,RAMA PAPER  ,X ,Q,21.6,23.2,21,22.65,22.8,22,21,3970,84573,,INE425E01013,15-Jul-22,,,,,,,,,,,,
500358,RAMA PETRO  ,X ,Q,5.33,5.33,5.33,5.33,5.33,5.33,4,199,1060,,INE783A01013,15-Jul-22,,,,,,,,,,,,
500360,RAPICUT CARB,X ,Q,59.4,59.4,58,58.05,59.3,59.4,9,557,32499,,INE350D01015,15-Jul-22,,,,,,,,,,,,
500365,WELSPLSOL   ,X ,Q,16,16.45,16,16.35,16.35,16.3,93,26952,436920,,INE731F01037,15-Jul-22,,,,,,,,,,,,
500366,ROLTA (I)   ,B ,Q,4.4,4.4,4.23,4.24,4.24,4.33,98,39669,169136,,INE293A01013,15-Jul-22,,,,,,,,,,,,
500367,RUBFILA INT.,X ,Q,82,82.5,81.35,81.95,82,81.55,66,3945,323009,,INE642C01025,15-Jul-22,,,,,,,,,,,,
500368,PATANJALI   ,T ,Q,1047.3,1055,1035,1037.55,1038,1041.4,271,5548,5770664,,INE619A01035,15-Jul-22,,,,,,,,,,,,
500370,SALORA INT. ,X ,Q,38,38.9,38,38.1,38.1,38.4,7,516,19898,,INE924A01013,15-Jul-22,,,,,,,,,,,,
500378,JINDAL SAW  ,A ,Q,80,80.1,78.35,79.2,79.1,79.6,668,26481,2094199,,INE324A01024,15-Jul-22,,,,,,,,,,,,
500380,JK LAKSHMI  ,A ,Q,421.5,427.85,421.5,426.55,423.8,425.75,574,8532,3629217,,INE786A01032,15-Jul-22,,,,,,,,,,,,
500387,SHREE CEMENT,A ,Q,19492.25,19778.95,19459,19728.95,19778.95,19563.3,317,435,8558338,,INE070A01015,15-Jul-22,,,,,,,,,,,,
500388,SHREE KRISHN,XT,Q,17.15,17.15,17.15,17.15,17.15,17.15,1,1,17,,INE970C01012,15-Jul-22,,,,,,,,,,,,
500390,REL INFRA   ,B ,Q,101.2,101.2,98.8,99.4,99.4,100.3,1138,58243,5802643,,INE036A01016,15-Jul-22,,,,,,,,,,,,
500400,TATA POWER  ,A ,Q,221.45,226.25,221.45,225.05,225.05,221.25,10192,819214,182672455,,INE245A01021,15-Jul-22,,,,,,,,,,,,
500402,SPMLINFRA   ,T ,Q,47,49.5,46.6,49,49,48.95,88,22456,1056023,,INE937A01023,15-Jul-22,,,,,,,,,,,,
500403,SUNDARAM FAS,A ,Q,788.45,802,775.1,799.5,797.8,787.1,853,3384,2671367,,INE387A01021,15-Jul-22,,,,,,,,,,,,
500404,SUNFLAG IRON,A ,Q,80.2,84.65,79.25,83.95,84.1,80.15,962,24253,1977396,,INE947A01014,15-Jul-22,,,,,,,,,,,,
500405,SUPREME PET ,A ,Q,911,911.05,887.35,890.6,890,909.7,586,2043,1834207,,INE663A01025,15-Jul-22,,,,,,,,,,,,
500407,SWARAJ ENGIN,A ,Q,1470.5,1470.5,1445,1445.7,1445,1466.45,71,191,277029,,INE277A01016,15-Jul-22,,,,,,,,,,,,
500408,TATA ELXSI  ,A ,Q,7940,8119,7870,8055.85,8055.85,7798,10435,40368,323818507,,INE670A01012,15-Jul-22,,,,,,,,,,,,
500410,ACC LTD     ,A ,Q,2126,2157,2111.3,2140.95,2140.7,2156.4,1858,11272,24063824,,INE012A01025,15-Jul-22,,,,,,,,,,,,
500411,THERMAX     ,A ,Q,2057.4,2075.85,2040.05,2058.45,2058.9,2040.5,347,2005,4116876,,INE152A01029,15-Jul-22,,,,,,,,,,,,
500412,THIRUMALAI  ,A ,Q,258.65,258.65,248.65,252,252.9,254.65,1115,26853,6790505,,INE338A01024,15-Jul-22,,,,,,,,,,,,
500413,THOMAS COOK ,A ,Q,63.35,64.25,61.3,61.65,61.8,63.2,806,21158,1321557,,INE332A01027,15-Jul-22,,,,,,,,,,,,
500414,TIMEX GROUP ,XT,Q,69,70.55,68.25,68.25,68.25,70.15,59,5525,378914,,INE064A01026,15-Jul-22,,,,,,,,,,,,
500418,TOKYO PLAST ,B ,Q,93.7,93.7,91.6,92.3,92.3,90.1,7,215,19722,,INE932C01012,15-Jul-22,,,,,,,,,,,,
500420,TORRENT PHAR,A ,Q,1502.7,1525,1502.05,1516.75,1515.3,1499.45,616,4232,6404644,,INE685A01028,15-Jul-22,,,,,,,,,,,,
500422,TRANSCHEM   ,X ,Q,20.9,20.9,19.25,19.3,19.25,19.9,25,2185,42677,,INE019B01010,15-Jul-22,,,,,,,,,,,,
500425,AMBUJA CEME ,A ,Q,368.45,371.25,368.25,369.1,369.1,369.8,1118,43696,16147978,,INE079A01024,15-Jul-22,,,,,,,,,,,,
500426,UTLINDS     ,X ,Q,3.66,3.74,3.58,3.61,3.58,3.66,128,47548,172401,,INE184E01024,15-Jul-22,,,,,,,,,,,,
500429,UNIPHOS ENT.,B ,Q,128.45,128.45,125,125.05,125.05,128.45,56,3139,393240,,INE037A01022,15-Jul-22,,,,,,,,,,,,
500439,VARD HOLDNG ,B ,Q,2800,2800,2762.7,2793.15,2800,2798.55,69,522,1453181,,INE701A01023,15-Jul-22,,,,,,,,,,,,
500440,HINDALCO    ,A ,Q,345,351.9,345,350.6,350.3,348.85,3568,211525,73722974,,INE038A01020,15-Jul-22,,,,,,,,,,,,
500444,WEST COAS PA,A ,Q,347.2,347.2,338.95,342.4,342.45,345.15,705,8660,2956974,,INE976A01021,15-Jul-22,,,,,,,,,,,,
500449,HIND.ORG.CHM,B ,Q,28.85,30,28.45,29.75,29.5,28.85,278,74940,2200006,,INE048A01011,15-Jul-22,,,,,,,,,,,,
500450,MPIL CORP L ,X ,Q,252.7,252.85,252.7,252.85,252.85,252.85,2,3,758,,INE844C01027,15-Jul-22,,,,,,,,,,,,
500456,PAS.ACRYLON ,B ,Q,32.45,32.95,32,32.6,32.7,32.3,232,8702,281285,,INE818B01023,15-Jul-22,,,,,,,,,,,,
500458,KORE        ,XT,Q,5.05,5.05,5.05,5.05,5.05,4.81,23,16491,83279,,INE601A01017,15-Jul-22,,,,,,,,,,,,
500459,PROCTER &GAM,A ,Q,13823.35,14042.95,13811.3,14033.3,14023.6,13836.75,114,141,1970228,,INE179A01014,15-Jul-22,,,,,,,,,,,,
500460,MUKAND LTD. ,B ,Q,104,105.15,102.95,103.2,103,104.05,99,7279,751690,,INE304A01026,15-Jul-22,,,,,,,,,,,,
500463,BBOX        ,A ,Q,140,142.3,139,140.65,140,142.4,59,910,127949,,INE676A01027,15-Jul-22,,,,,,,,,,,,
500464,UCAL FUEL   ,B ,Q,121.95,121.95,120.95,120.95,120.95,120.05,12,182,22098,,INE139B01016,15-Jul-22,,,,,,,,,,,,
500467,HARR.MALAYAL,B ,Q,143.35,148.4,143.35,147.9,148.2,147.3,96,1758,257676,,INE544A01019,15-Jul-22,,,,,,,,,,,,
500469,FEDERAL BANK,A ,Q,98.2,99.85,96.45,98.8,98.8,97.3,5022,891527,87585205,,INE171A01029,15-Jul-22,,,,,,,,,,,,
500470,TATA STEEL  ,A ,Q,902.5,910.2,877.5,883.6,883.6,908.1,25548,580076,516650961,,INE081A01012,15-Jul-22,,,,,,,,,,,,
500472,SKF INDIA   ,A ,Q,3793,3793,3700.45,3731,3715,3737.6,628,1708,6370807,,INE640A01023,15-Jul-22,,,,,,,,,,,,
500477,ASHOK LEYL. ,A ,Q,141.8,145.4,141.8,145,145,141.6,4038,570056,81969708,,INE208A01029,15-Jul-22,,,,,,,,,,,,
500480,CUMMINS (I) ,A ,Q,1095,1129.05,1089.15,1127.65,1129,1090.3,1616,14836,16554098,,INE298A01020,15-Jul-22,,,,,,,,,,,,
500483,TATA COMM   ,A ,Q,967.95,987.35,967.75,983.6,984.15,965.1,1082,10869,10662310,,INE151A01013,15-Jul-22,,,,,,,,,,,,
500488,ABBOTT (I)  ,A ,Q,19766.3,19779.95,19472.45,19738.95,19708,19504.1,388,587,11541845,,INE358A01014,15-Jul-22,,,,,,,,,,,,
500490,BAJ HOLD INV,A ,Q,4794.15,4795.65,4726.85,4756.4,4758.95,4742.45,162,288,1368107,,INE118A01012,15-Jul-22,,,,,,,,,,,,
500493,BHARAT FORGE,A ,Q,660.5,660.5,640.75,642.55,642.55,658.7,1655,40885,26373668,,INE465A01025,15-Jul-22,,,,,,,,,,,,
500495,ESCORTS     ,A ,Q,1616.8,1664,1616.8,1656.45,1661.2,1614.55,1192,12130,19963993,,INE042A01014,15-Jul-22,,,,,,,,,,,,
500500,HIND.MOTORS ,T ,Q,18.35,18.9,17.85,18.25,18.25,18.7,1122,122847,2234047,,INE253A01025,15-Jul-22,,,,,,,,,,,,
500510,LARSEN & TOU,A ,Q,1648,1688.2,1648,1684.6,1684.6,1646.05,1886,25862,43225598,,INE018A01030,15-Jul-22,,,,,,,,,,,,
500520,MAH & MAH   ,A ,Q,1145,1175.9,1140.45,1173.1,1166.55,1142.15,3679,85933,99789118,,INE101A01026,15-Jul-22,,,,,,,,,,,,
500530,BOSCH LTD   ,A ,Q,16049,16510,16049,16424.1,16349.45,16008.2,324,500,8145043,,INE323A01026,15-Jul-22,,,,,,,,,,,,
500540,PREMIER LTD ,T ,Q,4.7,4.7,4.6,4.6,4.6,4.75,6,104,483,,INE342A01018,15-Jul-22,,,,,,,,,,,,
500547,BHARAT PET. ,A ,Q,308,313.1,305.9,312.15,312.15,306.1,2461,107357,33197587,,INE029A01011,15-Jul-22,,,,,,,,,,,,
500550,SIEMENS LTD.,A ,Q,2631.65,2687.95,2630.3,2679.15,2673.05,2638.1,1009,7732,20605556,,INE003A01024,15-Jul-22,,,,,,,,,,,,
500570,TATA MOTORS ,A ,Q,429,441.6,429,440.05,440.05,427.9,10315,552787,240728529,,INE155A01022,15-Jul-22,,,,,,,,,,,,
500575,VOLTAS LTD  ,A ,Q,989,994.4,973.5,983.3,986.45,986.45,1138,11111,10946063,,INE226A01021,15-Jul-22,,,,,,,,,,,,
500620,GREAT EASTE ,A ,Q,393.2,400.9,389,392.85,390.1,389.4,877,8183,3215360,,INE017A01032,15-Jul-22,,,,,,,,,,,,
500645,DEEPAK FERT.,A ,Q,637.7,653.75,626.05,639.6,639.9,633.35,1513,15036,9604288,,INE501A01019,15-Jul-22,,,,,,,,,,,,
500650,EXCEL INDUST,B ,Q,1146.75,1146.75,1110.2,1127.85,1138,1132.5,586,1913,2151272,,INE369A01029,15-Jul-22,,,,,,,,,,,,
500655,GRWRHITECH  ,A ,Q,790,803,771.3,793.65,795,789.05,745,7999,6359381,,INE291A01017,15-Jul-22,,,,,,,,,,,,
500660,GLAXOSMITH  ,A ,Q,1505.35,1517.95,1496.25,1509.05,1506.2,1498.95,331,1046,1579145,,INE159A01016,15-Jul-22,,,,,,,,,,,,
500670,GUJ.NARMADA ,A ,Q,610,632.85,610,629.2,629.2,612.2,2023,49539,30898132,,INE113A01013,15-Jul-22,,,,,,,,,,,,
500672,NOVARTIS    ,B ,Q,664.8,674.9,660.2,666.9,664.25,659.75,96,396,265193,,INE234A01025,15-Jul-22,,,,,,,,,,,,
500674,SANOFI      ,A ,Q,6679.95,6686.05,6597,6620.75,6622,6580,583,1298,8594426,,INE058A01010,15-Jul-22,,,,,,,,,,,,
500680,PFIZER LTD. ,A ,Q,4128.1,4135.95,4088.45,4104.2,4104.2,4115.3,182,766,3157021,,INE182A01018,15-Jul-22,,,,,,,,,,,,
500690,GUJ.ST.FERT ,A ,Q,136.6,140,136.6,138.85,138.85,136.9,2330,88874,12324538,,INE026A01025,15-Jul-22,,,,,,,,,,,,
500696,HIND UNI LT ,A ,Q,2525,2573.85,2502.2,2568.75,2568.75,2497.15,6874,62959,160318555,,INE030A01027,15-Jul-22,,,,,,,,,,,,
500710,AKZOINDIA   ,A ,Q,1916.1,1930,1893.6,1913.15,1903.05,1920.35,107,262,502168,,INE133A01011,15-Jul-22,,,,,,,,,,,,
500730,NOCIL LTD   ,A ,Q,280,283.05,278.2,280.1,280.1,279.55,2822,60030,16816854,,INE163A01018,15-Jul-22,,,,,,,,,,,,
500770,TATA CHEM.  ,A ,Q,844,856.75,842.7,853.85,854.5,841.1,2104,35877,30472832,,INE092A01019,15-Jul-22,,,,,,,,,,,,
500777,T.P.L.      ,A ,Q,101.9,103,99.8,100.7,100.7,101.7,1034,32264,3256962,,INE148A01019,15-Jul-22,,,,,,,,,,,,
500780,ZUARIIND    ,B ,Q,144.85,146.5,139.25,140.25,140.55,141.4,94,1165,163934,,INE217A01012,15-Jul-22,,,,,,,,,,,,
500790,NESTLE (I)  ,A ,Q,18370,18818.7,18368,18752.3,18709,18369.7,1261,3189,59468140,,INE239A01016,15-Jul-22,,,,,,,,,,,,
500800,TATACONSUM  ,A ,Q,766.6,792,764,790.35,790.35,766.15,8349,154890,121507583,,INE192A01025,15-Jul-22,,,,,,,,,,,,
500820,ASIAN PAINTS,A ,Q,2939,2984,2939,2978.25,2978.25,2939.65,6234,40496,120215071,,INE021A01026,15-Jul-22,,,,,,,,,,,,
500825,BRITANIA IND,A ,Q,3778.95,3861.9,3778.95,3848.55,3848.45,3773.35,1987,10948,41898668,,INE216A01030,15-Jul-22,,,,,,,,,,,,
500830,COLGATE PALM,A ,Q,1568.5,1574.25,1560.45,1570.3,1570.8,1565.15,475,2263,3548312,,INE259A01022,15-Jul-22,,,,,,,,,,,,
500840,EIH LTD.    ,A ,Q,132.15,132.5,129.7,130.5,130.5,130,835,10852,1420689,,INE230A01023,15-Jul-22,,,,,,,,,,,,
500850,INDIAN HOTEL,A ,Q,245,251.25,243.2,250.65,250.85,243.95,1771,95849,23804165,,INE053A01029,15-Jul-22,,,,,,,,,,,,
500870,CASTROL     ,A ,Q,112,113.95,110.45,113,113,112.4,1342,44982,5041483,,INE172A01027,15-Jul-22,,,,,,,,,,,,
500875,ITC LTD.    ,A ,Q,292.95,293.9,289.4,293.45,293.45,290.75,4558,325262,94913215,,INE154A01025,15-Jul-22,,,,,,,,,,,,
500877,APOLLO TYRES,A ,Q,207.35,211.8,207.05,211.05,211.05,206.7,2559,136654,28658132,,INE438A01022,15-Jul-22,,,,,,,,,,,,
500878,CEAT LIMITED,A ,Q,1222.75,1240,1190,1233.55,1233.55,1222.75,1663,7625,9285924,,INE482A01020,15-Jul-22,,,,,,,,,,,,
500890,MODI RUBBER ,T ,Q,56.1,56.1,56.1,56.1,56.1,57,2,10,561,,INE832A01018,15-Jul-22,,,,,,,,,,,,
500940,FINOLEX IND.,A ,Q,132.5,134.6,132.1,133.55,133.75,132.45,1881,53876,7175497,,INE183A01024,15-Jul-22,,,,,,,,,,,,
501150,CENTRUM CAP ,A ,Q,24.95,24.95,22.5,22.75,23.05,23.25,271,12532,287593,,INE660C01027,15-Jul-22,,,,,,,,,,,,
501295,INDUS.INV.TR,B ,Q,83.6,83.6,83.6,83.6,83.6,79.65,2,300,25080,,INE886A01014,15-Jul-22,,,,,,,,,,,,
501298,INDUS.&PRUD.,X ,Q,1550,1550,1549.95,1550,1550,1550,3,5,7749,,INE620D01011,15-Jul-22,,,,,,,,,,,,
501301,TATA INVEST.,A ,Q,1369,1369,1340,1361.85,1359,1360.95,877,5035,6803473,,INE672A01018,15-Jul-22,,,,,,,,,,,,
501314,PRISMX      ,X ,Q,5.1,5.1,4.85,5.07,5.1,4.96,356,79437,400064,,INE286N01028,15-Jul-22,,,,,,,,,,,,
501343,MOTOR&GEN.FI,B ,Q,29.9,30.05,28.7,28.85,28.75,29.9,61,522,15139,,INE861B01023,15-Jul-22,,,,,,,,,,,,
501370,WALCHAND PF ,X ,Q,124.75,124.75,119,119,119,118.15,7,57,6843,,INE695D01021,15-Jul-22,,,,,,,,,,,,
501391,W.H.BRADY   ,X ,Q,206.85,206.85,200,202,202,206.8,5,103,20608,,INE855A01019,15-Jul-22,,,,,,,,,,,,
501421,TECHNVISN   ,XT,Q,318,318,288.8,305,305,304,11,322,93363,,INE314H01012,15-Jul-22,,,,,,,,,,,,
501423,SHA ENG PLA ,B ,Q,1961.15,1973.05,1884.05,1957.9,1884.05,1960.35,23,63,123342,,INE151G01010,15-Jul-22,,,,,,,,,,,,
501425,BOM.BURMAH  ,A ,Q,934,938.3,914.45,917.55,917.55,932.45,775,2616,2423296,,INE050A01025,15-Jul-22,,,,,,,,,,,,
501430,BOM.CYCLE   ,X ,Q,588.95,594,570,572,573,573.75,20,128,73870,,INE691K01017,15-Jul-22,,,,,,,,,,,,
501455,GREAVES COTT,A ,Q,154.75,157.2,153.45,156,156,153.8,1568,68419,10624097,,INE224A01026,15-Jul-22,,,,,,,,,,,,
501622,AMALGAMATED ,XT,Q,46.3,46.3,46.3,46.3,46.3,48.7,6,50,2315,,INE492N01022,15-Jul-22,,,,,,,,,,,,
501700,INDIA NIVEH ,XT,Q,89,89.95,86,89.95,89.95,85.7,60,15801,1410965,,INE131H01028,15-Jul-22,,,,,,,,,,,,
501831,COAST CORP  ,B ,Q,285.05,322.25,285.05,312.55,312.55,280.4,1712,31264,9659373,,INE377E01016,15-Jul-22,,,,,,,,,,,,
501833,CHOWGULE ST ,XT,Q,11.8,11.8,11.21,11.25,11.25,11.8,14,341,3878,,INE490A01015,15-Jul-22,,,,,,,,,,,,
501848,GLOBAL OFFS ,X ,Q,38,41.95,36,40.3,40.05,37.45,281,84104,3342834,,INE446C01013,15-Jul-22,,,,,,,,,,,,
502015,ASIIL       ,X ,Q,12.85,13.1,12.55,12.67,13,12.85,40,24887,317307,,INE443A01030,15-Jul-22,,,,,,,,,,,,
502090,SAGAR CEM.  ,B ,Q,169.7,171.3,166.35,167.75,167.95,170,332,1965,330195,,INE229C01021,15-Jul-22,,,,,,,,,,,,
502137,DECAN CEMENT,B ,Q,479.4,479.4,474.5,476,478,477.85,14,61,29071,,INE583C01021,15-Jul-22,,,,,,,,,,,,
502157,MANGALAM CEM,A ,Q,301.35,306.1,299.95,302.3,302.2,300.1,248,2041,617486,,INE347A01017,15-Jul-22,,,,,,,,,,,,
502168,N C L IND.  ,A ,Q,166,167.7,164.35,164.5,164.9,166.35,228,2423,400904,,INE732C01016,15-Jul-22,,,,,,,,,,,,
502175,SAURAS.CEM. ,X ,Q,54.95,55.25,52.6,53.7,54.55,53.75,113,7254,389700,,INE626A01014,15-Jul-22,,,,,,,,,,,,
502180,SRI DIGV CEM,B ,Q,60.8,62,59.7,61.25,61.25,61.4,372,7974,483748,,INE232A01011,15-Jul-22,,,,,,,,,,,,
502219,BORORENEW   ,A ,Q,625.35,631,619.75,626.45,627.1,616.8,1255,16814,10509723,,INE666D01022,15-Jul-22,,,,,,,,,,,,
502281,TRIVENI GLAS,XT,Q,21,22.5,21,21.75,22.45,21.9,65,10601,234830,,INE094C01011,15-Jul-22,,,,,,,,,,,,
502294,NILACHAL REF,XT,Q,38.2,38.2,38.2,38.2,38.2,40.2,23,966,36901,,INE416N01013,15-Jul-22,,,,,,,,,,,,
502330,ANDPAPER    ,B ,Q,324.4,325.7,313.3,317.95,318,321.75,278,4222,1342009,,INE435A01028,15-Jul-22,,,,,,,,,,,,
502355,BALKRISH IND,A ,Q,2305,2305,2282.5,2293.55,2297.25,2284.4,980,5706,13081683,,INE787D01026,15-Jul-22,,,,,,,,,,,,
502420,ORIENT PAPER,B ,Q,24.65,24.65,23.9,23.95,24.1,24.05,345,29508,709931,,INE592A01026,15-Jul-22,,,,,,,,,,,,
502445,CITADEL     ,X ,Q,15.25,16.4,14.1,15.5,16.25,16.8,32,4016,61888,,INE906D01014,15-Jul-22,,,,,,,,,,,,
502448,ROLLATAINER ,B ,Q,1.13,1.16,1.12,1.15,1.15,1.13,288,208338,237364,,INE927A01040,15-Jul-22,,,,,,,,,,,,
502450,SESHA.PAPER ,B ,Q,192.1,197.45,192.1,195.75,194.6,194,231,7139,1389887,,INE630A01024,15-Jul-22,,,,,,,,,,,,
502563,SH.BHAWANI  ,Z ,Q,3.75,3.75,3.7,3.7,3.7,3.8,8,264,976,,INE688C01010,15-Jul-22,,,,,,,,,,,,
502587,NATHIND     ,X ,Q,66.5,68.5,66.5,67.95,67.95,66.5,46,1674,113713,,INE777A01023,15-Jul-22,,,,,,,,,,,,
502820,DCM LTD.    ,B ,Q,62.15,62.4,58.5,59.35,60,62,218,6202,374946,,INE498A01018,15-Jul-22,,,,,,,,,,,,
502865,FORBES & CO ,B ,Q,417.9,417.9,395.3,406.1,406.1,406.05,173,2514,1011955,,INE518A01013,15-Jul-22,,,,,,,,,,,,
502873,H.P.COTTON  ,X ,Q,120.4,129.35,120.4,124.05,124.35,124.3,19,1328,163158,,INE950C01014,15-Jul-22,,,,,,,,,,,,
502933,KATARE SPG. ,X ,Q,434.95,436.65,401.55,436.65,436.65,415.9,93,5349,2324914,,INE498G01015,15-Jul-22,,,,,,,,,,,,
502937,KESORAM IND ,A ,Q,48,48,45.9,46.7,47.6,47.25,700,41344,1932761,,INE087A01019,15-Jul-22,,,,,,,,,,,,
502958,LAKSHMI MILL,X ,Q,3450,3465,3400,3465,3465,3450,3,31,106100,,INE938C01019,15-Jul-22,,,,,,,,,,,,
502986,VARDH TEXT  ,A ,Q,267.5,276.1,262.1,267.05,267.05,270.5,1192,25892,6924540,,INE825A01020,15-Jul-22,,,,,,,,,,,,
503031,PENLAND LTD ,B ,Q,11.2,11.22,10.93,11.01,11.01,11.23,20,6517,72071,,INE138A01028,15-Jul-22,,,,,,,,,,,,
503092,PASUPATI SPG,X ,Q,20.45,20.45,20,20.45,20.45,19.5,9,538,10997,,INE909B01020,15-Jul-22,,,,,,,,,,,,
503100,PHOENIX MILL,A ,Q,1218,1224.6,1202.6,1206.6,1203.65,1218.15,393,1621,1970254,,INE211B01039,15-Jul-22,,,,,,,,,,,,
503101,MARATHON NEX,B ,Q,202.7,213.3,201.9,211.85,211.85,201.95,1530,23333,4836977,,INE182D01020,15-Jul-22,,,,,,,,,,,,
503127,RAJA BAHADUR,XT,Q,4111,4111,3999,3999,3999,4102,8,80,326090,,INE491N01016,15-Jul-22,,,,,,,,,,,,
503162,REL.CHEMOTX ,B ,Q,213.15,215.65,208.9,210.1,210.1,210.55,44,278,58978,,INE750D01016,15-Jul-22,,,,,,,,,,,,
503169,RUBY MILLS  ,B ,Q,378.65,382.4,372.8,377.1,378.8,374.45,81,798,300342,,INE301D01026,15-Jul-22,,,,,,,,,,,,
503229,SIMPLEX REAL,X ,Q,99.9,99.9,90,95.7,96.85,92,9,266,25953,,INE167H01014,15-Jul-22,,,,,,,,,,,,
503310,SWAN ENG    ,A ,Q,187.35,192.85,186.2,189.95,188.75,187.3,931,20399,3872662,,INE665A01038,15-Jul-22,,,,,,,,,,,,
503349,VICTORIA MIL,X ,Q,2324,2325,2163,2253.7,2315,2289,20,30,68207,,INE203D01016,15-Jul-22,,,,,,,,,,,,
503624,SVARAJ TRAD ,X ,Q,7.95,7.99,7.65,7.75,7.65,7.77,61,9456,73667,,INE406N01014,15-Jul-22,,,,,,,,,,,,
503641,ZODIAC VEN  ,X ,Q,21.9,21.95,20.35,21.2,21.95,20.8,74,110453,2341416,,INE945J01027,15-Jul-22,,,,,,,,,,,,
503657,VEER ENERGY ,X ,Q,13.2,13.55,12.9,13.5,13.55,13.2,18,6355,85384,,INE255E01030,15-Jul-22,,,,,,,,,,,,
503663,TILAK       ,X ,Q,9.42,9.61,9.22,9.46,9.45,9.54,413,46820,443220,,INE026L01022,15-Jul-22,,,,,,,,,,,,
503675,WAGEND      ,X ,Q,0.97,0.99,0.91,0.94,0.94,0.95,301,304140,284068,,INE786K01023,15-Jul-22,,,,,,,,,,,,
503685,MEDIA ONE   ,XT,Q,9.23,9.24,8.4,9.17,9.17,8.8,15,3685,33460,,INE828I01019,15-Jul-22,,,,,,,,,,,,
503722,BANSW.SYNTEX,B ,Q,213.9,222.25,205,218.25,218,217.65,41,375,81799,,INE629D01012,15-Jul-22,,,,,,,,,,,,
503772,MODELLA WOOL,X ,Q,87,89.5,87,89.5,89.5,86.65,6,24,2143,,INE380D01012,15-Jul-22,,,,,,,,,,,,
503776,MODIPON     ,X ,Q,31.3,31.3,28.75,29.55,30.9,30.05,40,3165,94246,,INE170C01019,15-Jul-22,,,,,,,,,,,,
503804,SHRI DINESH ,X ,Q,684.2,700,671,694.25,693,701.3,33,371,254440,,INE204C01024,15-Jul-22,,,,,,,,,,,,
503806,SRF LIMITED ,A ,Q,2207,2267.95,2207,2260,2262,2206.9,1352,12542,28151314,,INE647A01010,15-Jul-22,,,,,,,,,,,,
503811,SIYARAM SILK,B ,Q,522.95,524.55,506.5,514.55,520.15,519.25,3562,47980,24869724,,INE076B01028,15-Jul-22,,,,,,,,,,,,
503816,SWAD.POLYTEX,XT,Q,21.45,21.45,21.45,21.45,21.45,22.55,32,9849,211261,,INE243N01029,15-Jul-22,,,,,,,,,,,,
503863,SHREE MFG CO,XT,Q,6.47,6.47,6.47,6.47,6.47,6.17,1,2,12,,INE632A01012,15-Jul-22,,,,,,,,,,,,
503960,BHARAT BIJLE,B ,Q,1649.95,1658,1611.1,1623.1,1611.1,1635.05,123,370,602554,,INE464A01028,15-Jul-22,,,,,,,,,,,,
504000,ELPRO INTER ,B ,Q,61.55,63.4,60.15,60.7,60.7,61.05,184,13537,826661,,INE579B01039,15-Jul-22,,,,,,,,,,,,
504028,GEE LTD     ,X ,Q,59,66.75,59,64,64,63.9,24,3092,197244,,INE064H01021,15-Jul-22,,,,,,,,,,,,
504036,HIND.RECT   ,B ,Q,180,182.15,177.95,179.75,179.8,180.8,67,375,67263,,INE835D01023,15-Jul-22,,,,,,,,,,,,
