Name,BSE Code,NSE Code,Industry,Current Price,Net worth,Market Capitalization,,
Umang Dairies,500231,UMANGDAIRY,Food - Processing - Indian,69.9,38.16,154.26,,
SecureKloud Tech,512161,SECURKLOUD,Computers - Software - Medium / Small,46.5,10.98,154.25,,
R S Software (I),517447,RSSOFTWARE,Computers - Software - Medium / Small,59.7,33.89,154.12,,
Bal Pharma,524824,BALPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,97.65,63.26,154.11,,
Maruti Interior,543464,,Miscellaneous,101.79,29.81,153.7,,543464
AKI India,542020,AKI,Leather / Leather Products,23.15,14.93,153.32,,
AMJ Land Holdin.,500343,AMJLAND,Construction,37.3,164.07,153.21,,
Justride Enterp.,531035,,Cycles And Accessories,101.24,7.37,153.1,,531035
La Tim Metal & I,505693,,Trading,17.33,30.33,153.05,,505693
Mangalam Drugs,532637,MANGALAM,Pharmaceuticals - Indian - Bulk Drugs & Formln,96.9,138.93,152.99,,
Vardhman Polytex,514175,VARDMNPOLY,Textiles - Cotton/Blended,56.05,-376.21,152.97,,
B-Right Real,543543,,Construction,148,138.32,152.9,,543543
RTS Power Corpn.,531215,,Electric Equipment,166.35,146.7,152.52,,531215
Shah Metacorp,533275,SHAH,Steel - Medium / Small,3.65,42.03,152.51,,
Coral Labs.,524506,,Pharmaceuticals - Indian - Formulations,427.05,172.04,152.46,,524506
PMC Fincorp,534060,,Finance & Investments,2.85,109.88,152.21,,534060
Standard Inds.,530017,SIL,Trading,23.6,132.93,152,,
Tulsyan NEC,513629,,Steel - Medium / Small,101,380.52,151.5,,513629
Madhusudan Masa,,MADHUSUDAN,Food - Processing - Indian,117.1,32.59,151.06,,
Sanjiv.Parant.,531569,,Pharmaceuticals - Indian - Formulations,151.05,0.19,151.03,,531569
Akshar Spintex,541303,AKSHAR,Textiles - Cotton/Blended,6.05,42.53,150.79,,
Avance Tech.,512149,,Trading,0.76,372.14,150.62,,512149
Espire Hospi,532016,,Hotels,111.46,1.65,150.47,,532016
SMS Lifesciences,540679,SMSLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,502.5,167.06,150.44,,
Incredible Indus,538365,INCREDIBLE,Steel - Medium / Small,32,128.51,150.38,,
Reliance Home,540709,RHFL,Finance - Housing,3.3,-67.9,150.06,,
Shahlon Silk,542862,,Textiles - Products,16.78,100.48,149.85,,542862
Flomic Global,504380,,Miscellaneous,82.42,39.94,149.74,,504380
Tamboli Industri,533170,,Finance & Investments,150.5,106.26,149.3,,533170
DCM,502820,DCM,Castings & Forgings,79.8,13.97,149.19,,
Sh. Ajit Pulp,538795,,Paper,276.85,206.59,148.3,,538795
Chaman Metallics,,CMNL,Steel - Sponge Iron,61.3,86.08,147.94,,
Rockingdeals Cir,,ROCKINGDCE,Trading,261.3,8.19,147.87,,
Sonam,,SONAMLTD,Miscellaneous,73.75,54,147.62,,
T & I Global,522294,,Engineering,290.95,82.92,147.44,,522294
Pansari Develop.,,PANSARI,Construction,84.4,123.58,147.25,,
Facor Alloys,532656,,Mining / Minerals / Metals,7.46,172.55,145.88,,532656
Duncan Engg.,504908,,Engineering,394,49.67,145.78,,504908
Global Vectra,532773,GLOBALVECT,Transport - Airlines,103.75,15.01,145.65,,
Fidel Softech,,FIDEL,Computers - Software - Medium / Small,105.85,34.65,145.55,,
Samkrg Pistons,520075,,Auto Ancillaries,147.75,182.3,145.09,,520075
Alkali Metals,533029,ALKALI,Chemicals,142,50.78,144.75,,
Mauria Udyog,539219,,Trading,10.85,27.02,144.52,,539219
SKIL Infrastr,539861,,Construction,6.65,197.87,144.02,,539861
Yudiz Solutions,,YUDIZ,Computers - Software - Medium / Small,139.15,55,143.6,,
Ahlada Engineers,,AHLADA,Steel - Medium / Small,110.9,128.29,143.3,,
Xelpmoc Design,542367,XELPMOC,Computers - Software - Medium / Small,97.75,68.5,143.23,,
Active Clothing,541144,,Textiles - Products,92.12,66.88,142.9,,541144
Nagpur Power,532362,,Mining / Minerals / Metals,109.05,82.64,142.86,,532362
Cambridge Tech.,532801,CTE,Computers - Software - Medium / Small,72.7,93.97,142.7,,
Anik Industries,519383,ANIKINDS,Trading,50.5,386.77,142.66,,
Indian Sucrose,500319,,Sugar,81.99,180.69,142.47,,500319
Sharda Ispat,513548,,Steel - Medium / Small,280.4,44.51,142.44,,513548
Rexnord Electr.,531888,,Electric Equipment,127.6,68.05,142.4,,531888
Kalyani Forge,513509,KALYANIFRG,Castings & Forgings,391,107.82,142.36,,
Lagnam Spintex,,LAGNAM,Textiles - Products,80.4,96.96,142.06,,
Shukra Pharma.,524632,,Pharmaceuticals - Indian - Formulations,130.45,44.18,141.16,,524632
Raj Oil Mills,533093,ROML,Solvent Extraction,47.1,-6.41,141.08,,
Winsome Textile,514470,,Textiles - Spinning - Synthetic / Blended,71.15,265.07,141.02,,514470
Sharat Industrie,519397,,Aquaculture,58.95,83.3,140.97,,519397
Gayatri Sugars,532183,,Sugar,22.18,-153.83,140.95,,532183
Century Extrus.,500083,CENTEXT,Aluminium and Aluminium Products,17.6,70.21,140.72,,
National Fitting,531289,,Castings & Forgings,154.65,56.31,140.47,,531289
Shradha AI Tech,543976,,Trading,57.52,47.9,140.24,,543976
Dhanashree Elect,542679,,Electric Equipment,98.8,35.89,140.2,,542679
Cords Cable,532941,CORDSCABLE,Cables - Power,108.35,163.07,140.02,,
Credent Global,539598,,Finance & Investments,136,70.67,139.97,,539598
Machino Plastics,523248,,Plastics Products,227.95,52.31,139.96,,523248
Akar Auto Indust,530621,,Auto Ancillaries,129.6,42.18,139.81,,530621
Resgen,543805,,Refineries,66.2,45.66,138.85,,543805
Aartech Solonics,542580,AARTECH,Electric Equipment,131.7,30.17,138.71,,
Brady & Morris,505690,,Engineering,616.5,18.64,138.71,,505690
Likhami Consult.,539927,,Miscellaneous,139.4,34.54,138.7,,539927
Freshtrop Fruits,530077,,Food - Processing - Indian,140.15,95.42,138.68,,530077
SagarSoft (India,540143,,Computers - Software - Medium / Small,215.9,63.53,138.01,,540143
Jainam Ferro,,JAINAM,Mining / Minerals / Metals,130.4,100.95,137.72,,
Sunshine Capital,539574,,Finance & Investments,105.6,103.12,137.5,,539574
Shri Krishna,531080,,Construction,48.99,80.64,137.17,,531080
S V Global Mill,535621,,Construction,75.85,65.17,137.16,,535621
Premco Global,530331,,Textiles - Processing,415,77.24,137.14,,530331
Goyal Aluminiums,541152,GOYALALUM,Trading,9.65,18.63,136.39,,
Lasa Supergeneri,540702,LASA,Pharmaceuticals - Indian - Bulk Drugs & Formln,27.1,83.32,136.15,,
Suraj Industries,526211,,Trading,105.95,42.48,136.1,,526211
Metroglobal,500159,,Trading,109.95,369.51,135.62,,500159
Nath Industries,502587,,Paper,71.08,247.08,135.05,,502587
Accuracy Shippi.,,ACCURACY,Miscellaneous,8.95,109.85,134.75,,
Prakash Steelage,533239,PRAKASHSTL,Steel - Medium / Small,7.7,-28.34,134.75,,
Flexituff Vent.,533638,FLEXITUFF,Packaging,49.95,-125.94,134.71,,
Savera Industrie,512634,,Hotels,112.65,73.14,134.39,,512634
Omax Autos,520021,OMAXAUTO,Auto Ancillaries,63.05,281.24,134.3,,
Anlon Tech,,ANLON,Miscellaneous,238.8,27.49,133.85,,
Shervani Indl Sy,526117,,Construction,495.15,163.25,133.74,,526117
BSEL ALGO,532123,,Construction,16.17,453.63,133.6,,532123
Asit C Mehta Fin,530723,,Finance & Investments,161.35,-10.43,133.05,,530723
Pulz Electronics,,PULZ,Electronics - Consumer,121.75,25.02,132.75,,
GTL,500160,GTL,Telecommunications - Service Provider,8.4,-6161.15,132.45,,
Him Teknoforg.,505712,,Auto Ancillaries,167.7,175.38,131.91,,505712
Felix Industries,,FELIX,Engineering,178.55,16.74,131.82,,
W I Plywoods,,WIPL,Miscellaneous,155,41.64,131.56,,
Astron Paper,540824,ASTRON,Paper,28.7,155.67,131.5,,
Tirupati Forge,,TIRUPATIFL,Castings & Forgings,13.4,38.9,131.32,,
GTV Engineering,539479,,Castings & Forgings,419.95,32.35,131.19,,539479
Duroply Indust.,516003,,Miscellaneous,164.15,90.28,131.08,,516003
SNL Bearings,505827,,Bearings,362.95,55.52,131.03,,505827
Available Fin.,531310,,Finance & Investments,128.45,979.61,131.02,,531310
Goldkart Jewels,,GOLDKART,Trading,77.9,26.32,130.76,,
R M Drip & Sprin,,RMDRIP,Plastics Products,104,19.01,130.52,,
Tainwala Chem.,507785,TAINWALCHM,Plastics Products,139.7,110.29,130.39,,
Ashnisha Indus.,541702,,Trading,13.17,56.33,130.38,,541702
Mahamaya Steel,513554,MAHASTEEL,Steel - Medium / Small,79.4,137.6,130.33,,
Shradha Infrapr.,,SHRADHA,Construction,64.3,59.38,130.2,,
Srivari Spices &,,SSFL,Food - Processing - Indian,182.25,17.08,130.16,,
Press. Senstive,526773,,Packaging,8.77,120.47,130.12,,526773
Pion. Embroider.,514300,PIONEEREMB,Textiles - Products,49,134.73,129.94,,
SAL Automotive,539353,,Auto Ancillaries,540.75,37.26,129.66,,539353
Globe Intl. Car.,,GICL,Miscellaneous,52,28.54,129.58,,
BLS Infotech,531175,,Trading,2.95,40.73,129.12,,531175
Genpharmasec,531592,,Dyes And Pigments,4.66,16.13,129.02,,531592
HG Industries,513723,,Miscellaneous,278,-9.57,128.81,,513723
Bharat Immunolog,524663,,Pharmaceuticals - Indian - Formulations,29.72,78.71,128.33,,524663
Dolfin Rubbers,542013,,Tyres,127.65,25.86,128.03,,542013
Mohini Health,,MHHL,Healthcare,70.2,94.86,128.02,,
Prajay Engineers,531746,PRAENG,Construction,18.25,556.44,127.99,,
W H Brady,501391,,Trading,501.85,55.06,127.97,,501391
Sonal Mercantile,538943,,Finance & Investments,86.56,299.93,127.58,,538943
Sotac Pharma.,,SOTAC,Pharmaceuticals - Indian - Formulations,115,42.73,127.08,,
McNally Bharat,532629,MBECL,Engineering - Turnkey Services,6,-3754.35,126.94,,
Suryalak. Cott.,521200,SURYALAXMI,Textiles - Cotton/Blended,67.2,264.51,126.91,,
Flex Foods,523672,,Food - Processing - Indian,101.9,92.03,126.87,,523672
Mangalam Alloys,,MAL,Steel - Medium / Small,51.35,127.83,126.76,,
AB Cotspin,,ABCOTS,Textiles - Cotton/Blended,122.85,45.11,126.44,,
Vels Film,,VELS,Entertainment / Electronic Media Software,97.85,38.23,126.3,,
Motor & Gen Fin,501343,MOTOGENFIN,Finance & Investments,32,73.52,126.24,,
Sumuka Agro,532070,,Trading,177.5,11.68,126.16,,532070
Caspian Corporat,534732,,Finance & Investments,29.89,20.82,126.14,,534732
Aarnav Fashions,539562,,Textiles - Products,29.76,174.64,125.7,,539562
Shah Alloys,513436,SHAHALLOYS,Steel - Medium / Small,62.75,31.9,125.46,,
Transcorp Intl.,532410,,Finance & Investments,39.36,57.76,125.3,,532410
Party Cruisers,,PARTYCRUS,Miscellaneous,111.75,17.54,125.16,,
Patel Integrated,526381,PATINTLOG,Miscellaneous,19.4,118.88,125.06,,
Accel,517494,,Computers - Software - Medium / Small,21.7,64.03,124.93,,517494
Bansal Roofing,538546,,Steel - Medium / Small,94.75,26.03,124.91,,538546
WEP Solutions,532373,,Computers - Hardware,34.3,57.8,124.76,,532373
Dollex Agrotech,,DOLLEX,Sugar,49.9,53.22,124.59,,
Thakkers Develp.,526654,,Construction,138.2,145.72,124.38,,526654
Evexia Lifecare,524444,,Chemicals,1.87,108.03,124.25,,524444
Energy Devl.Co.,532219,ENERGYDEV,Power Generation And Supply,26.15,104.73,124.22,,
Sikko Industries,,SIKKO,Pesticides / Agrochemicals - Indian,73.75,25.91,123.9,,
Lactose (India),524202,,Pharmaceuticals - Indian - Bulk Drugs,98.2,42.32,123.62,,524202
Ishan Dyes & Ch.,531109,,Dyes And Pigments,58.89,100.68,123.48,,531109
Ganges Securitie,540647,GANGESSECU,Finance & Investments,123.05,548.32,123.29,,
Vedavaag Systems,533056,,Computers - Software - Medium / Small,53.77,120.17,123.27,,533056
Elegant Marbles,526705,,Miscellaneous,335.65,140.82,122.84,,526705
Rungta Irrigatn.,530449,,Plastics Products,61.5,84.28,122.52,,530449
Athena Global,517429,,Computers - Software - Medium / Small,91.5,-22.51,122.43,,517429
Supreme Infra.,532904,SUPREMEINF,Engineering - Turnkey Services,47.5,-5122.78,122.02,,
Garnet Intl.,512493,,Finance & Investments,62.12,29.41,121.97,,512493
LKP Securities,540192,,Finance & Investments,15.36,68.11,121.63,,540192
Orissa Bengal,541206,OBCL,Miscellaneous,57.4,90.2,121.22,,
Aimco Pesticides,524288,,Pesticides / Agrochemicals - Indian,126.45,40.18,121.17,,524288
Polychem,506605,,Petrochemicals,3023.85,37.13,120.96,,506605
Parin Furniture,,PARIN,Miscellaneous,108.75,49.53,120.91,,
Shristi Infra,511411,,Construction,54.42,-186.85,120.81,,511411
DB Intl.Stock,530393,DBSTOCKBRO,Finance & Investments,35.1,61.05,120.68,,
Mitcon Consult.,,MITCON,Miscellaneous,89.8,106.01,120.55,,
Marvel Decor,,MDL,Textiles - Products,70.7,49.03,120.48,,
Trescon,532159,,Construction,16.61,107.65,120.4,,532159
Lak. Auto. Looms,505302,,Textile Machinery,1789.8,20.66,119.69,,505302
SVP Global,505590,SVPGLOB,Textiles - Spinning - Synthetic / Blended,9.5,162.26,119.54,,
Waa Solar,541445,,Power Generation And Supply,89.94,182.82,119.32,,541445
Homesfy Realty,,HOMESFY,Construction,390.35,32.47,119.26,,
Indsil Hydro,522165,,Mining / Minerals / Metals,42.91,100.46,119.25,,522165
S & T Corporatio,514197,,Miscellaneous,37.43,13.02,119.14,,514197
RDB Realty,533285,,Construction,68.92,165.44,119.09,,533285
Sanco Trans,523116,,Miscellaneous,660,104.47,118.8,,523116
JSL Industries,504080,,Electric Equipment,1012,38.15,118.79,,504080
Coromandel Engg.,533167,,Construction,35.6,4.7,118.3,,533167
Tirupati Tyres,539040,,Trading,48.25,53.99,117.94,,539040
Rishiroop,526492,,Miscellaneous,128.6,110.17,117.84,,526492
Som Datt Finance,511571,,Finance & Investments,117.7,29.15,117.81,,511571
BLB,532290,BLBLIMITED,Finance & Investments,22.2,97.19,117.76,,
Cravatex,509472,,Trading,456.4,95.18,117.75,,509472
Quicktouch Tech,,QUICKTOUCH,Computers - Software - Medium / Small,203,24.21,117.33,,
Global Offshore,501848,,Shipping,47.21,38.96,116.75,,501848
Deepak,544036,,Dyes And Pigments,107.33,11.32,116.6,,544036
Oil Country,500313,OILCOUNTUB,Steel - Medium / Small,26.65,221.71,116.56,,
Rajgor Castor,,RCDL,Solvent Extraction,48.55,14.01,116.11,,
Debock Industrie,,DIL,Engineering,10.6,139.53,115.75,,
Times Guaranty,511559,TIMESGTY,Finance & Investments,129.7,44.56,115.74,,
NRB Indl Bearing,535458,NIBL,Bearings,47.6,-25.79,115.51,,
Agri-Tech India,537292,AGRITECH,Miscellaneous,194.7,91.36,115.36,,
Integrated Perso,,IPSL,Miscellaneous,160,34.83,115.3,,
Marshall Machin.,,MARSHALL,Engineering,46.6,35.95,115.26,,
POCL Enterprises,539195,,Mining / Minerals / Metals,205.3,56.88,114.48,,539195
Univastu India,,UNIVASTU,Construction,100.7,47.45,114.45,,
Captain Techno.,540652,,Castings & Forgings,112,21.64,114.36,,540652
Nitiraj Engineer,,NITIRAJ,Electronics - Components,111.45,67.58,114.25,,
Damodar Indust.,521220,DAMODARIND,Textiles - Spinning - Synthetic / Blended,48.9,117.19,114.13,,
Aarey Drugs,524412,AAREYDRUGS,Pharmaceuticals - Indian - Bulk Drugs,45.1,118.92,114.12,,
Alkosign,543453,,Printing & Stationery,209.45,32.49,114.05,,543453
Gujarat Intrux,517372,,Steel - Medium / Small,330.15,58.53,113.42,,517372
Worth Investment,538451,,Finance & Investments,112.85,12.78,113.18,,538451
Digicontent,542685,DGCONTENT,Entertainment / Electronic Media Software,19.45,-5.28,113.17,,
Simbhaoli Sugar,539742,SIMBHALS,Sugar,27.4,-169.72,112.8,,
Lykis,530689,,Trading,58.09,30.32,112.55,,530689
Alstone Textiles,539277,,Trading,0.88,150.81,112.18,,539277
Guj. State Fin.,532160,,Finance - Term-Lending Institutions,12.57,-2877.53,112.01,,532160
Aashka Hospitals,543346,,Healthcare,47.85,94.34,111.97,,543346
Palash Securi.,540648,PALASHSECU,Finance & Investments,116.2,492.03,111.64,,
Crown Lifters,,CROWN,Miscellaneous,107.15,23.35,111.54,,
Odyssey Tech.,530175,,Computers - Software - Medium / Small,70.41,47.92,111.3,,530175
United Van Der,522091,,Miscellaneous,190.3,38.03,111.23,,522091
Vertexplus Tech.,,VERTEXPLUS,Computers - Software - Medium / Small,202.95,22.72,111.21,,
East West Holdin,540006,,Miscellaneous,8.71,73.62,111.12,,540006
On Door Concepts,,ONDOOR,Trading,196.5,58.98,110.99,,
VJTF Eduservices,509026,,Miscellaneous,63,32.99,110.88,,509026
Jyoti,504076,,Electric Equipment,47.99,-72.83,110.82,,504076
Himalaya Food,526899,,Food - Processing - Indian,19.14,134.72,110.77,,526899
TCI Industries,532262,,Miscellaneous,1230.5,10.92,110.74,,532262
APM Industries,523537,,Textiles - Spinning - Synthetic / Blended,51.14,168.67,110.52,,523537
Hindprakash Indu,543645,HPIL,Dyes And Pigments,114,43.09,110.48,,
Phoenix Township,537839,,Hotels,79,16.94,110.47,,537839
Biogen Pharma,531752,,Finance & Investments,1.69,55.72,110.29,,531752
Amarjothi Spg.,521097,,Textiles - Cotton/Blended,163,180.24,110.02,,521097
Fortis Malar,523696,,Healthcare,58.7,59.33,110.02,,523696
Samrat Pharma,530125,,Pharmaceuticals - Indian - Bulk Drugs,354.95,63.26,109.68,,530125
Archit Organosys,524640,,Chemicals,53.43,62.83,109.64,,524640
Sunita Tools Ltd,544001,,Engineering,194.8,4.83,109.57,,544001
Avro India,543512,AVROIND,Plastics Products,108.65,26.88,109.26,,
Kovil. Lak. Rol.,507598,,Food - Processing - Indian,197,64.71,109.17,,507598
RSD Finance,539875,,Finance & Investments,84.2,190.03,109.01,,539875
Sayaji Industr,540728,,Miscellaneous,171.55,113.24,108.42,,540728
Shalimar Wires,532455,,Mining / Minerals / Metals,25.29,35.24,108.12,,532455
Synoptics Techno,,SYNOPTICS,Computers - Software - Medium / Small,127.4,61.42,108.04,,
Marsons,517467,,Electric Equipment,7.71,13.62,107.94,,517467
Prithvi Exchange,531688,,Miscellaneous,130.8,37.2,107.9,,531688
Kaycee Inds.,504084,,Electric Equipment,17118.4,21.26,107.84,,504084
Zeal Aqua,539963,,Aquaculture,8.53,72.72,107.53,,539963
Karma Energy Ltd,533451,KARMAENG,Power Generation And Supply,88.4,41.33,107.43,,
Narbada Gems,519455,,Diamond Cutting / Jewellery,50.78,47.63,107.43,,519455
Gayatri Rubbers,,GRCL,Miscellaneous,187,10.32,107.3,,
MRO-TEK Realty,532376,MRO-TEK,Construction,57.75,61.92,107.03,,
Comrade Applian.,543921,,Electronics - Components,142,6.89,106.9,,543921
Yaari Digital,533520,YAARI,Trading,10.65,-220.92,106.87,,
B & A Packaging,523186,,Packaging,215,68.53,106.64,,523186
NTC Industries,526723,,Cigarettes,89.1,97.3,106.42,,526723
Viviana Power,,VIVIANA,Transmisson Line Towers / Equipment,178,18.05,106.27,,
Baba Food,,BABAFP,Food - Processing - Indian,65.05,21.09,106.2,,
Vintron Info.,517393,,Computers - Hardware,13.55,-12.86,106.17,,517393
Tirupati Starch,524582,,Miscellaneous,131.1,46.48,106.08,,524582
BDH Industries,524828,,Pharmaceuticals - Indian - Formulations,184.05,56.52,106.01,,524828
Kothari Ferment.,507474,,Food - Processing - Indian,70.46,54.73,105.69,,507474
Grob Tea Co,,GROBTEA,Tea,906.2,89.3,105.33,,
Barak Valley,532916,BVCL,Cement - North India,47.4,119.1,105.15,,
Shilp Gravures,513709,,Mining / Minerals / Metals,170.35,93.6,104.77,,513709
KG Petrochem,531609,,Textiles - Products,200.5,169.44,104.66,,531609
AAA Technologies,543671,AAATECH,Computers - Software - Medium / Small,81.2,26.39,104.63,,
Regency Ceramics,515018,REGENCERAM,Ceramics - Tiles / Sanitaryware,39.2,-56.66,104.3,,
Tayo Rolls,504961,,Castings & Forgings,101.65,-485.8,104.29,,504961
Holmarc Opto,,HOLMARC,Engineering,103.6,18.64,104.12,,
Ambar Protein,519471,,Solvent Extraction,181,23.98,104.08,,519471
Somi Conv.Belt.,533001,SOMICONVEY,Miscellaneous,87.4,68.39,104.06,,
Sunrise Efficie.,543515,,Trading,104.05,31.03,104.05,,543515
Elnet Technolog,517477,,Construction,259.4,130.42,103.76,,517477
Delta Manufact.,504286,DELTAMAGNT,Electronics - Components,95.1,32.13,103.52,,
Oxygenta Pharma,524636,,Pharmaceuticals - Indian - Bulk Drugs,30.91,-25,103.5,,524636
Hisar Met.Inds.,590018,HISARMETAL,Steel - Medium / Small,192.2,58.13,103.45,,
Virya Resources,512479,,Construction,688.65,5.79,103.3,,512479
Kemp & Co.,506530,,Construction,953.7,269.88,103,,506530
Resonance Speci.,524218,,Chemicals,89.01,55.86,102.72,,524218
Keerthi Indus,518011,,Cement - South India,128.05,69.36,102.7,,518011
Mysore Petro,506734,,Trading,156,219.59,102.7,,506734
Tokyo Plast Intl,500418,TOKYOPLAST,Plastics Products,107.9,59.93,102.51,,
B & A,508136,,Tea,330,139.92,102.3,,508136
Presstonic,,PRESSTONIC,Engineering,132.7,4.23,102.27,,
Arabian Petrol.,,ARABIAN,Chemicals,93.75,25.49,102.11,,
Le Merite Export,,LEMERITE,Trading,43.45,96.18,102.02,,
Jaysynth Dyestuf,506910,,Dyes And Pigments,117.05,101.37,101.84,,506910
Aakash Explor.,,AAKASH,Oil Drilling / Allied Services,10.05,54.6,101.76,,
Scoobee Garments,531234,,Textiles - Products,75.38,2.59,101.76,,531234
Kenvi Jewels,540953,,Diamond Cutting / Jewellery,8.05,14.08,101.73,,540953
Pacific Inds,523483,,Miscellaneous,147.55,425.38,101.7,,523483
B C C Fuba India,517246,,Electronics - Components,66.42,17.86,101.69,,517246
Steel City Sec.,,STEELCITY,Finance & Investments,67.3,114.65,101.67,,
Prabhat Tech.,540027,,Telecommunications - Equipment,94.9,29.72,101.6,,540027
S & S Power Swit,517273,S&SPOWER,Electric Equipment,162,-8.02,101.48,,
JMD Ventures,511092,,Diversified - Medium / Small,35.01,37.05,101.03,,511092
Magson Retail,,MAGSON,Trading,128.6,20.87,100.95,,
Kesar Enterprise,507180,,Sugar,100.05,29.75,100.84,,507180
HOV Services,532761,HOVS,Computers - Software - Medium / Small,79.75,23.65,100.75,,
Dhoot Indl.Fin,526971,,Trading,159.25,394.62,100.61,,526971
Kesar Terminals,533289,,Miscellaneous,92.06,-77.19,100.59,,533289
Chandra Bhagat,542934,,Trading,133.3,28.12,100.58,,542934
KBS India,530357,,Finance & Investments,9.29,33.95,100.53,,530357
CIAN Agro,519477,,Solvent Extraction,35.9,84.64,100.47,,519477
Arihant Academy,,ARIHANTACA,Miscellaneous,165.5,18.76,100.22,,
Bhandari Hosiery,512608,BHANDARI,Textiles - Products,6.1,90.24,100.02,,
Kranti Industrie,542459,,Auto Ancillaries,87.45,36.18,99.79,,542459
Vippy Spinpro,514302,,Textiles - Cotton/Blended,169.95,72.33,99.76,,514302
KHFM Hospitality,,KHFM,Hotels,49.7,45.76,99.61,,
Aditya Consumer,540146,,Trading,68,27.77,99.51,,540146
Edvenswa Enter,517170,,Computers - Software - Medium / Small,52.25,46.27,98.91,,517170
MCON Rasayan,,MCON,Paints / Varnishes,156.85,14.46,98.87,,
Mercury Labs,538964,,Pharmaceuticals - Indian - Formulations,821.75,47.7,98.61,,538964
Madhuveer Com,531910,,Miscellaneous,103.98,6.55,98.58,,531910
Halder Venture,539854,,Trading,311.75,53.03,98.54,,539854
Cinevista,532324,CINEVISTA,Entertainment / Electronic Media Software,17.05,85.51,98.35,,
Landmark Prop.,533012,LPDC,Construction,7.4,55.67,98.23,,
Welcast Steels,504988,,Abrasives And Grinding Wheels,1529.35,37.9,97.88,,504988
Anjani Foods,511153,,Food - Processing - Indian,34.85,13.97,97.4,,511153
Innokaiz India,543905,,Miscellaneous,95.25,45.3,97.38,,543905
Virat Industries,530521,,Textiles - Products,197.7,25.89,97.27,,530521
Prerna Infra.,531802,,Construction,26.83,98.68,96.93,,531802
Everest Organics,524790,,Pharmaceuticals - Indian - Bulk Drugs,121.05,46.28,96.84,,524790
Ram Info,530951,,Computers - Software - Medium / Small,144.2,35.27,96.81,,530951
G-Tec Janix,,GTECJAINX,Miscellaneous,95,5.19,96.8,,
James Warren Tea,538564,,Tea,261.1,97.45,96.61,,538564
Kalyan Capitals,538778,,Finance & Investments,18.38,43.97,96.52,,538778
Pee Cee Cosma,524136,,Detergents / Intermediates,364.15,34.79,96.5,,524136
Evantra Ventures,512099,,Trading,528.55,11.3,96.17,,512099
Tilak Ventures,503663,,Trading,4.31,75.67,96.04,,503663
Archies,532212,ARCHIES,Trading,28.3,107.08,95.82,,
Ecoplast,526703,,Packaging,318,37.54,95.4,,526703
Prolife Indust.,,PROLIFE,Dyes And Pigments,232.2,37.32,95.06,,
Raja Bahadur Int,503127,,Construction,3800,10.13,95,,503127
Parnax Lab,506128,,Pharmaceuticals - Indian - Bulk Drugs & Formln,82.58,67.35,94.85,,506128
COSCO (India),530545,,Trading,227.85,47.77,94.79,,530545
Teamo Production,533048,TPHQ,Finance & Investments,1.1,85.16,94.73,,
Ludlow Jute,526179,,Textiles - Jute - Yarn / Products,87.86,172.17,94.62,,526179
ITL Industries,522183,,Engineering,294.65,66.36,94.41,,522183
Panache Digilife,,PANACHE,Computers - Hardware,78.4,35.31,94.08,,
Marco Cables,,MARCO,Cables - Power,50.3,15.61,94.05,,
Global Pet Indus,,GLOBALPET,Engineering,96,20.47,93.96,,
Ausom Enter.,509009,AUSOMENT,Finance & Investments,67.95,121.86,93.72,,
Garg Furnace,530615,,Steel - Medium / Small,233,21.72,93.43,,530615
KKalpana Inds.,526409,,Plastics Products,9.91,35.06,93.23,,526409
Trans India,523752,,Trading,33.1,14.55,93.09,,523752
B N Rathi Sec.,523019,,Finance & Investments,90.8,47.99,93.07,,523019
Aplab,517096,,Electronics - Components,83.8,8.11,92.93,,517096
Setco Automotive,505075,SETCO,Auto Ancillaries,7,-508.1,92.85,,
Rathi Steel,504903,,Steel - Medium / Small,29.52,-66.48,92.43,,504903
Celebrity Fash.,532695,CELEBRITY,Textiles - Products,17.1,29.11,92.07,,
Relicab Cable,539760,,Cables - Power,91.12,11.37,91.98,,539760
Minal Industries,522235,,Diamond Cutting / Jewellery,4.79,50.78,91.92,,522235
Zenith Steel,531845,ZENITHSTL,Steel - Medium / Small,6.5,-266.06,91.9,,
Fiberweb (India),507910,FIBERWEB,Textiles - Products,31.95,156.28,91.74,,
Atal Realtech,543911,ATALREAL,Construction,12.3,36.15,91.4,,
Advik Capital,539773,,Finance & Investments,2.13,64.26,91.2,,539773
Bihar Sponge,500058,,Steel - Sponge Iron,10.09,-61.42,91.02,,500058
Wallfort Fin.,532053,,Finance & Investments,93.8,144.35,90.89,,532053
Alfred Herbert,505216,,Finance & Investments,1180,111.68,90.86,,505216
Creative Casting,539527,,Castings & Forgings,698.45,35.57,90.8,,539527
Piccadily Sugar,507498,,Breweries & Distilleries,39.03,12.74,90.75,,507498
Mena Mani Inds.,531127,,Trading,9.04,-1.08,90.71,,531127
Ganga Papers,531813,,Paper,84,28.21,90.63,,531813
Aatmaj Health,,AATMAJ,Healthcare,40.05,47.78,90.51,,
Ekansh Concept,531364,,Miscellaneous,59.82,40.92,90.51,,531364
Ind-Swift,524652,INDSWFTLTD,Pharmaceuticals - Indian - Formulations,16.55,-713.04,90.45,,
Guj. Containers,513507,,Packaging,160,39.61,90.4,,513507
